"addresses__address1","addresses__address2","addresses__city","addresses__state","addresses__postalCode","addresses__coordinates__lat","addresses__coordinates__lng","attribution"
"8556 Nelson Court","","Arvada","CO","80005","39.850965","-105.117879",""
"122 Summer Street","#1","Medford","MA","02155","42.415648","-71.116886",""
"12061 Johns Road","#APT 000002","Anchorage","AK","99515","61.111453","-149.8780899",""
"8358 WB&A Road","","Severn","MD","21144","39.108962","-76.68668799999999",""
"43 Henderson Avenue","","Savannah","GA","31406","31.97937899999999","-81.06062",""
"347 Brewer Drive","","Nashville","TN","37211","36.054592","-86.708157",""
"2765 North Barcelona Avenue","","Fayetteville","AR","72703","36.102026","-94.15365",""
"5311 Chenoweth Park Lane","","Louisville","KY","40291","38.168051","-85.571491",""
"6398 Jellison Way","","Arvada","CO","80004","39.8118489","-105.1121974",""
"604 Northwest 118th Street","","Oklahoma City","OK","73114","35.5902559","-97.523444",""
"37 Rushforde Drive","","Manchester","CT","06040","41.738226","-72.538398",""
"5434 West Beck Lane","","Glendale","AZ","85306","33.6266139","-112.176412",""
"1516 Ringe Drive","","Severn","MD","21144","39.094173","-76.68423299999999",""
"3701 Lake Towne Drive","","Nashville","TN","37013","36.068871","-86.612042",""
"20250 North 67th Avenue","#2143","Glendale","AZ","85308","33.6705359","-112.2044722",""
"62 Prospect Avenue","#1","Quincy","MA","02170","42.261576","-71.020522",""
"25 Morton Street","#216","Quincy","MA","02169","42.24450900000001","-71.021176",""
"8202 4 Winds Drive","#3","Lyndon","KY","40222","38.26545309999999","-85.60216830000002",""
"513 Habberton Road","","Fayetteville","AR","72703","36.107299","-94.053033",""
"1960 Sigfrid Court","","Annapolis","MD","21401","38.998796","-76.564554",""
"663 Chesapeake Way","#1","Fayetteville","AR","72701","36.0498647","-94.1504411",""
"3354 Wilmington Road","","Montgomery","AL","36105","32.345724","-86.301384",""
"8529 Old Harding Lane","","Nashville","TN","37221","36.027995","-87.014506",""
"22219 Panama City Beach Parkway","","Panama City Beach","FL","32413","30.2620426","-85.96316709999999",""
"37 East Broad Street","","Savannah","GA","31401","32.0776278","-81.08469219999999",""
"1309 Columbia Road Northwest","","Washington","DC","20009","38.9275945","-77.0307141",""
"1211 Castine Court","","Pasadena","MD","21122","39.1404092","-76.5313772",""
"906 West Berry Street","#204","Fayetteville","AR","72701","36.0760793","-94.1723526",""
"341 Oakland Street","","Manchester","CT","06042","41.805274","-72.5180772",""
"60 Downey Drive","","Manchester","CT","06040","41.7786337","-72.5757232",""
"3770 North Front Street","","Fayetteville","AR","72703","36.1183319","-94.1443548",""
"25 Church Street","A","Pittsfield","MA","01201","42.446859","-73.255836",""
"6578 Marauder Drive","","Nashville","TN","37209","36.142929","-86.885521",""
"2747 68th Avenue","","Oakland","CA","94605","37.768532","-122.180694",""
"95 Woods Hill Road","","","VT","05488","44.897682","-73.0753299",""
"35 Keach Avenue","","Worcester","MA","01607","42.2269409","-71.801441",""
"1822 North Grand Avenue","","Pueblo","CO","81003","38.284427","-104.611581",""
"1809 U.S. 80","","Savannah","GA","31408","32.0847824","-81.16739679999999",""
"5065 North 54th Avenue","#8","Glendale","AZ","85301","33.5118429","-112.1748805",""
"1261 Steamboat Drive","#3","Fayetteville","AR","72704","36.0804859","-94.2049698",""
"1695 Archer Street","","Savannah","GA","31405","32.0475974","-81.13348289999999",""
"3904 October Woods Drive","","Nashville","TN","37013","36.009291","-86.624016",""
"1223 Delaware Avenue","","Deale","MD","20733","38.799962","-76.51803699999999",""
"10383 Eagle River Lane","","Anchorage","AK","99577","61.31412899999999","-149.509103",""
"1314 89th Avenue","","Oakland","CA","94621","37.7497401","-122.1762833",""
"21 Longview Bluff Drive East","","Savannah","GA","31419","31.95754299999999","-81.13848899999999",""
"1689 Fisher Pond Road","","Saint Albans City","VT","05478","44.826977","-73.055054",""
"9920 West 81st Avenue","","Arvada","CO","80005","39.8446204","-105.1083834",""
"2732 Rosedale Place","","Nashville","TN","37211","36.1230861","-86.7625204",""
"10881 Northforde Drive","","Cupertino","CA","95014","37.335812","-122.023985",""
"926 Mill Court","","Savannah","GA","31419","31.959343","-81.142287",""
"7550 Kline Drive","","Arvada","CO","80005","39.8342031","-105.1106565",""
"5688 Johnson Court","","Arvada","CO","80002","39.798419","-105.109316",""
"4439 Gale Street","","Livermore","CA","94550","37.690199","-121.7411119",""
"6450 West Bethany Home Road","","Glendale","AZ","85301","33.5242005","-112.1991369",""
"2931 Shady Oaks Drive","","Evans","CO","80620","40.384469","-104.726478",""
"6451 West Bell Road","#1144","Glendale","AZ","85308","33.6380231","-112.1986753",""
"644 West Maple Street","#2","Fayetteville","AR","72701","36.0703335","-94.1686289",""
"1219 North Storer Avenue","#66","Fayetteville","AR","72703","36.078949","-94.17225499999999",""
"152 Holly Court","","Mountain View","CA","94043","37.390391","-122.060062",""
"6086 Kennedy Drive","","Fayetteville","AR","72704","36.103629","-94.24773599999999",""
"2300 Deer Path Circle","#207","Hurstbourne Acres","KY","40220","38.2187876","-85.59292239999999",""
"802 East 37th Street","","Savannah","GA","31401","32.054012","-81.087324",""
"5821 Taft Street","","Arvada","CO","80004","39.8029119","-105.1308558",""
"188 Saint Matthews Avenue","#1","Louisville","KY","40207","38.2577576","-85.6546706",""
"68 Hampstead Place","","Athol","MA","01331","42.5894395","-72.2275859",""
"3164 West Woodfield Way","","Fayetteville","AR","72704","36.084691","-94.20445",""
"7998 Chase Circle","#1","Arvada","CO","80003","39.841232","-105.057933",""
"1797 Pasatiempo Drive","","Chico","CA","95928","39.6777229","-121.7704692",""
"3722 Kisling Loop","","Tyndall Air Force Base","FL","32403","30.1048481","-85.65097360000001",""
"429 Patterson Street","","Nashville","TN","37211","36.102655","-86.744186",""
"6140 Fenton Street","","Arvada","CO","80003","39.8080314","-105.0601435",""
"7404 West Crest Lane","","Glendale","AZ","85310","33.6851098","-112.2167229",""
"7841 North 59th Lane","#G37","Glendale","AZ","85301","33.5516587","-112.1879207",""
"8043 Cranberry Street","#APT 000001","Anchorage","AK","99502","61.14769579999999","-149.9369466",""
"173 Spruce Street","#18","Manchester","CT","06040","41.7705332","-72.51594109999999",""
"4712 Cherokee Heights Road","","Panama City","FL","32404","30.234223","-85.566684",""
"915 Sacramento Street","","Bakersfield","CA","93305","35.3798759","-119.0002119",""
"317 Windsor Road","","Savannah","GA","31419","31.973034","-81.141871",""
"1332 Maple Street","","Montgomery","AL","36108","32.3589738","-86.3278235",""
"4709 Blagden Terrace Northwest","","Washington","DC","20011","38.9481213","-77.0401892",""
"5102 Ander Drive","","Brentwood","TN","37027","36.0025004","-86.6944901",""
"6754 Field Street","","Arvada","CO","80004","39.8193709","-105.097531",""
"2347 Glen Eagle Drive","","Northfield","KY","40222","38.2862836","-85.6299745",""
"1613 Maple Timber Court","","Nashville","TN","37013","36.067096","-86.607005",""
"269 Park Street","#1","North Reading","MA","01864","42.57268","-71.09888800000002",""
"6444 North 67th Avenue","#1081","Glendale","AZ","85301","33.5302444","-112.2049579",""
"11 Pine Point Road","","Duxbury","MA","02332","42.0613192","-70.6510247",""
"4136 East Virginia Lane","","Montgomery","AL","36116","32.295998","-86.22073999999999",""
"5740 North 59th Avenue","#1156","Glendale","AZ","85301","33.5207722","-112.189044",""
"95 Central Street","A","Springfield","MA","01105","42.098581","-72.57880999999999",""
"74 Heard Street","#1","Chelsea","MA","02150","42.3972985","-71.035599",""
"2500 Snowdoun Chambers Road","","Montgomery","AL","36105","32.24569110000001","-86.2577436",""
"429 Dennison Ridge Drive","","Manchester","CT","06040","41.750419","-72.474013",""
"1208 Lindenwood Drive","","Panama City","FL","32405","30.187016","-85.681247",""
"7609 Doris Place","","Oklahoma City","OK","73162","35.5759649","-97.64877299999999",""
"1915 Southeast 29th Street","","Oklahoma City","OK","73129","35.4360844","-97.4787061",""
"212 Holiday Circle","","Savannah","GA","31419","32.025153","-81.240329",""
"32 Amsden Street","#1","Arlington","MA","02474","42.4043927","-71.138137",""
"4016 Doane Street","","Fremont","CA","94538","37.514834","-121.95302",""
"8700 Lillington Circle","","Montgomery","AL","36117","32.330168","-86.14481099999999",""
"7720 Allison Street","#105","Arvada","CO","80005","39.8383411","-105.0855734",""
"17878 Front Beach Road","#C-2","Panama City Beach","FL","32413","30.237658","-85.91577099999999",""
"1328 Tuckerman Street Northwest","","Washington","DC","20011","38.9673595","-77.03106919999999",""
"4600 East Huntsville Road","","Fayetteville","AR","72701","36.0476559","-94.0953342",""
"5038 North Cimarron Drive","","Beverly Hills","FL","34465","28.935938","-82.527367",""
"1216 West Hill Street","M","Louisville","KY","40210","38.227343","-85.7764254",""
"3033 Aubert Avenue","","Louisville","KY","40206","38.250779","-85.679931",""
"17020 West 64th Drive","","Arvada","CO","80007","39.8131034","-105.1914804",""
"12420 West Montebello Avenue","","Litchfield Park","AZ","85340","33.519491","-112.32613",""
"2538 East 40th Plaza","","Panama City","FL","32405","30.221455","-85.626834",""
"827 10th Street Northeast","","Washington","DC","20002","38.901021","-76.992391",""
"5912 North 48th Avenue","","Glendale","AZ","85301","33.5231022","-112.162186",""
"37 Fieldside Drive","","Groton","CT","06340","41.3668422","-72.07844349999999",""
"9176 Ellis Way","","Arvada","CO","80005","39.8624095","-105.1574648",""
"5370 Business Park Drive","","Montgomery","AL","36116","32.317376","-86.232969",""
"1612 Beech Street","","Louisville","KY","40211","38.2296247","-85.805719",""
"8532 Ingalls Circle","","Arvada","CO","80003","39.8532617","-105.0629712",""
"7941 Alpine View Circle","","Anchorage","AK","99507","61.1486467","-149.830947",""
"8595 West 81st Drive","","Arvada","CO","80005","39.8449341","-105.0937351",""
"4296 North Blossom Court","","Fayetteville","AR","72703","36.1288759","-94.1239252",""
"1738 Annabellas Drive","","Panama City Beach","FL","32407","30.1877596","-85.7782311",""
"3215 Madsen Street","","Hayward","CA","94541","37.6618825","-122.0904612",""
"4 Village Lake Drive","#4","Fayetteville","AR","72703","36.0994717","-94.1570279",""
"86 Russell Street","","Manchester","CT","06040","41.77985700000001","-72.525724",""
"570 Broadway","","Lynnfield","MA","01940","42.517525","-71.00125799999999",""
"1405 Monroe Street Northeast","","Washington","DC","20017","38.93258","-76.98579699999999",""
"900 North Leverett Avenue","#126","Fayetteville","AR","72701","36.0754825","-94.1696884",""
"222 Quince Street","#2-B","San Diego","CA","92103","32.7368499","-117.162443",""
"370 Wallace Road","#D-28","Nashville","TN","37211","36.078257","-86.724182",""
"6672 Urban Court","","Arvada","CO","80004","39.817946","-105.13477",""
"516 Southwest 60th Terrace","","Oklahoma City","OK","73139","35.4051605","-97.5223633",""
"1513 Southeast 9th Street","","Moore","OK","73160","35.329431","-97.465397",""
"154 Byrd Drive","","Panama City","FL","32404","30.161691","-85.59920199999999",""
"1106 Homer Avenue","","Savannah","GA","31405","32.0453896","-81.12456809999999",""
"1010 M Street Northwest","","Washington","DC","20001","38.9054822","-77.0265494",""
"5420 Allison Street","#202","Arvada","CO","80002","39.7958727","-105.0858231",""
"20 Hacker Street","#3","Worcester","MA","01603","42.244896","-71.8175172",""
"732 Kevin Court","","Oakland","CA","94621","37.757904","-122.206479",""
"509 Franklin Street Northeast","","Washington","DC","20017","38.9255849","-76.9990895",""
"23 Whitcomb Street","","Springfield","VT","05156","43.2987361","-72.4880749",""
"3377 Sandstone Court","","Pleasanton","CA","94588","37.680463","-121.860128",""
"14 Huntington Street","","Manchester","CT","06040","41.7772379","-72.518456",""
"2802 US Highway 98","BLDG F","Mexico Beach","FL","32456","29.9474344","-85.4170788",""
"412 Virginia Avenue","","Louisville","KY","40222","38.2538807","-85.6152334",""
"1644 New Jersey Avenue Northwest","","Washington","DC","20001","38.91233","-77.017736",""
"832 51st Street Northeast","","Washington","DC","20019","38.9008832","-76.9273381",""
"894 Windmill Park Lane","","Mountain View","CA","94043","37.399505","-122.077478",""
"9636 Morar Road","","Panama City","FL","32409","30.324968","-85.620589",""
"9472 Noble Way","","Arvada","CO","80007","39.8690661","-105.1784169",""
"618 Staley Avenue","","Hayward","CA","94541","37.6629263","-122.091801",""
"8704 Bayberry Place","","Plantation","KY","40242","38.2814983","-85.5918425",""
"2506 West Madison Street","","Louisville","KY","40211","38.253755","-85.7933322",""
"840 Inglewood Drive","","West Sacramento","CA","95605","38.591235","-121.524984",""
"10 Dalry Lane","","Savannah","GA","31419","31.941447","-81.160151",""
"3301 Nora Lane","","Louisville","KY","40220","38.199844","-85.61509",""
"8304 Glaser Lane","","Louisville","KY","40291","38.1437892","-85.6080724",""
"3720 West 86th Avenue","APT F","Anchorage","AK","99502","61.142615","-149.949251",""
"3298 Chestnut Street Northwest","","Washington","DC","20015","38.979577","-77.061088",""
"82 Fairfield Street","","Manchester","CT","06040","41.7673619","-72.53831",""
"3138 P Street Northwest","","Washington","DC","20007","38.9091118","-77.0629963",""
"80 Locust Avenue","#110","Worcester","MA","01604","42.266896","-71.762913",""
"2715 Thornbrook Court","","Odenton","MD","21113","39.06450299999999","-76.727459",""
"3579 2nd Avenue","","Edgewater","MD","21037","38.91283200000001","-76.5224099",""
"6739 Taft Court","","Arvada","CO","80004","39.8189901","-105.1325295",""
"1528 Stafford Avenue","","Hayward","CA","94541","37.680081","-122.074569",""
"2024 Merrily Drive","","Montgomery","AL","36111","32.3328739","-86.28072999999999",""
"2034 Fairfax Road","","Annapolis","MD","21401","38.9734343","-76.5357427",""
"1430 East Audubon Road","","Montgomery","AL","36111","32.328226","-86.28300399999999",""
"3652 East Blue Stone Drive","","Fayetteville","AR","72764","36.139309","-94.1078069",""
"3302 Woodland Park Drive","#APT 000001","Anchorage","AK","99517","61.190512","-149.927286",""
"1771 Daisey Court","","Millersville","MD","21108","39.044662","-76.64797399999999",""
"406 East Waldburg Street","","Savannah","GA","31401","32.064691","-81.092321",""
"11843 North 60th Avenue","","Glendale","AZ","85304","33.594584","-112.188319",""
"9515 West 74th Avenue","","Arvada","CO","80005","39.831067","-105.103952",""
"119 Antioch Pike","","Nashville","TN","37211","36.10072","-86.72331",""
"1157 1st Street Northwest","","Washington","DC","20001","38.90538280000001","-77.0121662",""
"3578 Galindo Street","","Oakland","CA","94601","37.783471","-122.2149729",""
"12800 Saunders Road","","Anchorage","AK","99516","61.10499799999999","-149.746856",""
"5556 West Northview Avenue","","Glendale","AZ","85301","33.5433092","-112.1797889",""
"3617 Oak Grove Circle","","Montgomery","AL","36116","32.333812","-86.21464499999999",""
"2443 Sierra Nevada Road","#N5","Mammoth Lakes","CA","93546","37.641304","-118.971489",""
"10124 Watsonville Road","","Louisville","KY","40272","38.105204","-85.820047",""
"2441 Chase Park Drive","","Montgomery","AL","36110","32.4266516","-86.2700112",""
